CityCode,ClinicCenterCode,Category,DoctorCount,Latitude,Longitude,ClinicName,CityName,ClinicNumber,ClinicCenterAddress
27,MU25,Allopathy,2,19.23208235,72.82992293,NA,Mumbai,022-45163787,"F1 upper and lower Metro Staff Quarters for Aakashwani & Doordarshan, Gorai Rd, opp. Gorai Depot, Gorai 1, Borivali, Mumbai,"
27,MU5,Allopathy,8,19.10384738,72.85739965,NA,Mumbai,022-28210971,"Near Airport colony, Bamanawada, Santacruz (w),Mumbai-400029"
27,MU6,Allopathy,6,19.09061606,72.90999591,NA,Mumbai,022-25149229,"Flat No.25, Central Govt. Quarters, Ghatkopar, Mumbai -400086"
27,MUA2,Ayurveda,2,19.02827782,72.86792697,NA,Mumbai,022-24015758,"Shaikh Mistry, S.M. Plot,Kolowada, Mumbai - 400037"
27,MUH1,Homeopathy,1,18.93986693,72.8277536,NA,Mumbai,022-22018799,"Old CGO Building (PratishthaBhawan), Ground Floor, South Wing, 101,
M.K. Road, New Marine Lines, Mumbai 400020"
28,NADT,Allopathy,2,21.17693958,79.08333828,NA,Nagpur,0712-2322918,"NADT Campus, Near Pagal Khana Chowk, Nagpur- 440030."
28,NP3,Allopathy,2,21.17440462,79.1006145,NA,Nagpur,0712- 2980828,"Near Jaswant Takij, Indora Chowk, Nagpur- 440026"
28,NP6,Allopathy,4,21.13471617,79.05669828,NA,Nagpur,0712-2249781,"Himalaya Meridian Aptt, Opp LAD College, Shivaji Nagar, Nagpur- 440010"
29,GAY1,Allopathy,1,24.78597054,84.98805303,NA,Patna,0631-2222257,"CGHS W.C., SSPO Office, Near V.C. Residance AP Coloney, Gaya- 823001"
29,PA1,Allopathy,5,25.60772016,85.13358019,NA,Patna,0612-2950017,"Budhmarg,  Patna-800001"
29,PA3,Allopathy,5,25.62913646,85.08453381,NA,Patna,0612-2950298,"Central Revenue Colony, Salimpur Dumra, Ashiana Nagar, Patna"
29,PA7,Ayurveda,2,25.6024297,85.15492173,NA,Patna,0612-2351484,"G-3, People's Cooperative Colony, Kankarbagh, Patna-800020"
30,PU01,Allopathy,3,18.65205005,73.76539808,NA,Pune,020-27640130,"GPRA QuarterNo.4/182,Central Govt. Colony"
30,PU03,Allopathy,2,18.50520792,73.874537,NA,Pune,020-26455163,"Chitragupta Complex, Hidayatullah Road, Pune-411 042."
30,PU09,Allopathy,2,18.53234771,73.87905793,NA,Pune,020-26360020,"6, G.T.Road, Pune-411 001"
31,HO1,Homeopathy,1,23.34398609,85.31845054,NA,Ranchi,0651-2481901,"New A.G. Colony Doranda, Ranchi, Jharkhand"
32,AG2,Homeopathy,1,23.82837235,91.292232,NA,Shillong,,"C/o (Prof.) Arunoday Saha, Lake View Road, Shiv Nagar, College Road, Agartala, Tripura West-793004."
32,SH1,Allopathy,3,25.57176507,91.89595033,NA,Shillong,0364-2501569,"CGHS Wellness Centre No.1, Laitumkhrah, Shillong - 793003, Meghalaya"
33,COH1,Allopathy,2,9.975109183,76.29539164,NA,Trivandrum,0484- 2954646,"O/o CMO I/C, E-01/ Type V, BSNL quarters,  Near Gandhi Nagar Fire station,  Ernakulam : 682 020"
33,TR5,Homeopathy,1,8.513531718,76.97451377,NA,Trivandrum,0471-2728110,"O/o CMO I/C, TC 9/1580,  ""Mangalya"" Hospital Road, Sasthamangalam Trivandrum-695010"
10,AH10,Allopathy,2,23.022499,"72.474210
                                        ",NA,Ahmedabad,02717-243144,"AG Govt. Quarters,Block No A(1), QuarterSN 1  B/H Sun City, S P ring road, Bopal,Ahmedabad- 380058     "
10,AHH1,Homeopathy,1,23.03560077,72.56946002,NA,Ahmedabad,079-26577393,"3rd  Floor, S.R.House, Opp. Mount Carmel School, Ashram Road, Ahmedabad- 380009"
10,AHH7,Homeopathy,1,23.209037,"72.648779
                                        ",NA,Ahmedabad,079-23243433,"1st Floor, A 713/1-2, Sec-8, CH-1, Near Post Office, Gandhinagar-382007"
11,AL01,Allopathy,1,25.45530715,81.86300437,NA,Prayagraj,0532-2468188,"41, Jawahar Lal Nehru Road, Allahabad"
12,BA11,Allopathy,2,12.9807283,77.60327931,NA,Bengaluru,080 25589225,"3rd Floor, Ganesh Towers, Infantry Road, Bangalore 560001"
12,BA14,Homeopathy,2,12.9807283,77.60327931,NA,Bengaluru,080 25588777,"2nd Floor, Ganesh Towers, Infantry Road, Bangalore 560001"
12,BA15,Unani,1,12.9807283,77.60327931,NA,Bengaluru,080 25588777,"2nd Floor, Ganesh Towers, Infantry Road, Bangalore 560001"
12,BMS1,Allopathy,1,12.31744194,76.69202079,NA,Bengaluru,0821 2590080,"No. 10, Dr. Rajkumar Main Road, Shakthi Nagar, Mysuru-570029"
14,BH3,Allopathy,2,20.27208951,85.83572424,NA,Bhubaneswar,"(0674-2535172
","O/o the MO I/C WC-3, Back side of CPMG, Kharvel Nagar, Bhubaneswar, 751001"
14,BHH1,Homeopathy,1,20.28357518,85.83014607,NA,Bhubaneswar,9836939173,"Unit IV, Old AG Colony, Bhubaneswar- 751001, Odisha"
15,AMB1,Allopathy,3,30.33226883,76.83290046,NA,Chandigarh,"0171-2610711, 9412650790","CGHS Wellness Center P & T Colony, Near Railway Hospital Ambala-133001"
15,CGAY1,Ayurveda,1,30.69436858,76.83789529,NA,Chandigarh,,"CGHS Ayurvedic Wellness Centre-1 (Chandigarh), First floor, BSNL Telephone Exchange Building, Scetor - 16 Panchkula  - 134109"
16,CH02,Allopathy,8,13.08914158,80.20448887,NA,Chennai,044-23458402,"Central Revenue Qtr No 15, Ranganathan Garden Anna Nagar"
16,CH03,Allopathy,8,13.1241044,80.1130779,NA,Chennai,044-23458403,"Heavy Vehicles Factory Complex,  Avadi "
16,CH06,Allopathy,10,13.03690924,80.20790932,NA,Chennai,044-23458406,Cpwd Quarters Kk Nagar Chennai 600078
16,CH07,Allopathy,6,12.98101461,80.17638063,NA,Chennai,044-23458407,DGQA Complex Meenambakkam Chennai 
16,CH15,Ayurveda,1,13.01055092,80.22192017,NA,Chennai,044-23458405,Block No 6/1-5 Bcg Staff Quarters Guindy
16,CHC1,Allopathy,2,10.99879017,76.9669856,NA,Chennai,0422-2390015,"CGHAS Coimbatore, A Block (CTMX) Central telephone Exchange Building, State Bank Road Coimbatore 641018"
16,PD1,Allopathy,2,11.93965839,79.7962622,NA,Chennai,0413-2277581,IGMC&RI KADIRKAMAM PUDUCHERRY 605009
16,TRN1,Allopathy,2,8.72850318,77.70468858,NA,Chennai,0462-2970280,SN High Road Post Office Compound Tirunelveli - 627001
18,APHA,Ayurveda,0,0,0,NA,DELHI/HQ/DIRECTORATE/MINISTRY,9312901213,"Parliament House annexe, Sansad marg area, New Delhi"
18,AY19,Ayurveda,2,28.65878377,77.18731974,NA,DELHI/HQ/DIRECTORATE/MINISTRY,28720275,"Quarter No 224, Second Floor, H2 Block,  CPWD Multistorey Government Quarters ( Behind Liberty Cinema),Dev Nagar"
18,AY60,Ayurveda,3,28.69969222,77.20152047,NA,DELHI/HQ/DIRECTORATE/MINISTRY,011-27459411,"CGHS Wellness Centre KWC, New Police Line, Kingsway Camp"
18,AY68,Ayurveda,1,28.67200328,77.48996746,NA,DELHI/HQ/DIRECTORATE/MINISTRY,0120-2986969,"2nd Floor CGHS Building, Kamla Nehru Nagar"
18,AY73,Ayurveda,2,28.48227352,77.02017606,NA,DELHI/HQ/DIRECTORATE/MINISTRY,0124-4064496,"409 ,Sector-5 Gurgaon"
18,D10,Allopathy,7,28.58271662,77.22516991,NA,DELHI/HQ/DIRECTORATE/MINISTRY,24611442,"Block 4-1, 3, 5, 7, Lodhi Road"
18,D101,Allopathy,7,28.62854465,77.30425425,NA,DELHI/HQ/DIRECTORATE/MINISTRY,"011-21210225
011-21210226","CGHS W.C., Opposite Batala Apartment,  I P Extension, Parparganj"
18,D24,Allopathy,3,28.57782944,77.22462753,NA,DELHI/HQ/DIRECTORATE/MINISTRY,24622867,"CGHS Polyclinic, Kasturba Nagar"
18,D26,Allopathy,5,28.63952794,77.09827469,NA,DELHI/HQ/DIRECTORATE/MINISTRY,25998900,Near Subzi Mandi Tilak Nagar
18,D27,Allopathy,3,28.62169272,77.20104217,NA,DELHI/HQ/DIRECTORATE/MINISTRY,"23094777 ,23092990","CGHS Wellness Centre Wing, President Estate"
18,D35,Allopathy,0,,                                                  ,NA,DELHI/HQ/DIRECTORATE/MINISTRY,9312901213,
18,D38,Allopathy,5,28.65137619,77.16675544,NA,DELHI/HQ/DIRECTORATE/MINISTRY,25882551,"15/23,24 Basement, West Patel Nagar"
18,D40,Allopathy,4,28.58239077,77.24545523,NA,DELHI/HQ/DIRECTORATE/MINISTRY,24312213,"Q.No.46, 48, 50, 52, 56, Block No. 8  Jangpura"
18,D47,Allopathy,5,28.55068504,77.20179175,NA,DELHI/HQ/DIRECTORATE/MINISTRY,26567844,"CGHS Dispensary Building, Hauz Khas, SDA"
18,D48,Allopathy,6,28.62489291,77.10427167,NA,DELHI/HQ/DIRECTORATE/MINISTRY,28125518,"CGHS Hari Nagar, Near DTC Depot, Hari Nagar"
18,D56,Allopathy,5,28.65902117,77.28435647,NA,DELHI/HQ/DIRECTORATE/MINISTRY,011-21210366,"F3/23,Krishna Nagar(Near Vijay Chowk)"
18,D58,Allopathy,4,28.60893299,77.10651256,NA,DELHI/HQ/DIRECTORATE/MINISTRY,28521863,"Nangal Raya, D-Block, Janak Puri,  Near Bhagat Hospital."
18,D64,Allopathy,3,28.6745368,77.16035411,NA,DELHI/HQ/DIRECTORATE/MINISTRY,27385025,"H.No- 564, Gali No. 37, Onkar Nagar Tri Nagar Near Lal Mandir"
18,D71,Allopathy,4,,                                                  ,NA,DELHI/HQ/DIRECTORATE/MINISTRY,26741983,"DDA Flat, JNU Campus, Munirka"
18,D72,Allopathy,5,28.57686935,77.22632003,NA,DELHI/HQ/DIRECTORATE/MINISTRY,24622736,"R. 525,526,529, 530, 533 Kasturba Nagar"
18,D73,Allopathy,7,28.48227352,77.02017606,NA,DELHI/HQ/DIRECTORATE/MINISTRY,0124-4064496,"Plot-556,opposite House no-409, near Huda ground , Sector-5"
18,D8,Allopathy,3,28.65772617,77.23527373,NA,DELHI/HQ/DIRECTORATE/MINISTRY,011-23866292,"Near Moti Cinema, Chandni Chowk"
18,D83,Allopathy,5,28.58899602,77.23176517,NA,DELHI/HQ/DIRECTORATE/MINISTRY,"24361522, 24367843","C.P.W.D. Complex, Pragati Vihar"
18,D9,Allopathy,4,28.58275082,77.21996992,NA,DELHI/HQ/DIRECTORATE/MINISTRY,24611538,"Ground Floor, CGHS Ayurveda Hospital, CGHS Building, Aliganj, New Delhi-110003"
18,D96,Allopathy,4,28.5548155,77.16297389,NA,DELHI/HQ/DIRECTORATE/MINISTRY,20867589,"New CGHS Building (Near Mother dairy booth)  CPWD Colony, Vasant Vihar"
18,FAPPH,Allopathy,2,,                                                  ,NA,DELHI/HQ/DIRECTORATE/MINISTRY,23017275,"First Aid Post, 8, Parliament House"
18,HO32,Homeopathy,2,28.61013937,77.19891864,NA,DELHI/HQ/DIRECTORATE/MINISTRY,23017698,"123 South Avenue, New Delhi"
18,HO48,Homeopathy,2,28.62489291,77.10427167,NA,DELHI/HQ/DIRECTORATE/MINISTRY,28125518,"First Floor, Hari Nagar Allopathic WC , Near Hari Nagar DTC Depot, Hari Nagar"
18,HO78,Homeopathy,3,28.52397295,77.22736817,NA,DELHI/HQ/DIRECTORATE/MINISTRY,011-29563193,"A-B/ 125,126,127  Sector-IV , Pusp Vihar"
18,PHA,Allopathy,28,,                                                  ,NA,DELHI/HQ/DIRECTORATE/MINISTRY,9312901213,"Parliament House annexe, Sansad marg area, New Delhi"
18,SA1,Siddha,1,,,NA,DELHI/HQ/DIRECTORATE/MINISTRY,1120819843,"Quarter No. 7, Block No. 4, Lodhi Colony, New Delhi"
18,,Allopathy,1,,,NA,DELHI/HQ/DIRECTORATE/MINISTRY,,"Ex PM (M M Singh) 3, Motilal Nehru Place, Motilal Nehru Marg"
19,DBR1,Allopathy,2,27.47102548,94.8935329,NA,Guwahati,"0373-2325111, 0373-2326812","CGHS Wellness Centre, H.No.221, South Amolapatty, P.O-Mohonaghat, Dibrugarh-786008"
19,GT3,Allopathy,2,26.14018691,91.676269,NA,Guwahati,0361-2670255,"H/o Gokul Ch. Deka,H.No-6, P.N.G.B. Road, In front of Guwahati Nursery, Gotanagar,Guwahati-781033"
20,HY2,Allopathy,5,17.38203735,78.43931734,NA,Hyderabad,040-23531833,"Sharadanagar Colony, Gudimal Kapur, Hyderabad-500028"
20,HY7,Allopathy,4,17.37152247,78.50104163,NA,Hyderabad,040-24529090,"H.No.16-3-994/1/A/1, Opp.Officers Mess, New Malakpet, Hyderabad- 500036"
20,HY9,Allopathy,5,17.50938368,78.50617008,NA,Hyderabad,040-27972563,"Pempala Towers, Old Alwal, Secunderabad"
20,RHM1,Allopathy,2,16.992151,81.77775427,NA,Hyderabad,0883-2475090,"Mo I/C, CGHS W.C. Rajahmundry, Type II P & T Quarters, Q. No. 9,10"
20,VIJ1,Allopathy,4,16.51171746,80.62548572,NA,Hyderabad,0866-2571100,"CMO I/C, CGHS W.C., Vijayawada, Arundal Municipal Complex, 1 Floor,
Rajagopalachari Street, Governorpeta, Vijayawada-520002"
21,JB4,Allopathy,4,23.16180618,79.95530791,NA,Jabalpur,0761-2629460,"Head Post Office Compound, Jabalpur-482001, Madhya Pradesh"
21,JB5,Allopathy,3,23.20436105,80.01068618,NA,Jabalpur,0761-2430018,"Quarter No.MT/2, Type-V, Westland  Ordanace  Factory Khamariya ,
Jabalpur-482005, Madhya Pradesh"
21,JB6,Allopathy,3,23.19912669,79.94507294,NA,Jabalpur,0761-2991309,"129, Ravindra Nagar, Adhartal, Jabalpur-482004, Madhya Pradesh"
22,JA2,Allopathy,2,26.91044239,75.84168254,NA,Jaipur,0141-2610412,"B-121, Janta Colony, Jaipur"
22,KOT1,Allopathy,2,25.16885822,75.85364136,NA,Jaipur,0744-2948001,"CGHS Wellness Center, Behind Akash Mall, Areodram Circle, Kota- 324007"
23,KN4,Allopathy,2,26.4549301,80.35683596,NA,Kanpur,0512-2322924,"E-15, Khapra Mohal, Kanpur"
23,KN5,Allopathy,4,26.4239695,80.31842844,NA,Kanpur,0512-2985521,"Kendranchal WC, Building Gulmohar Vihar, Juhi, Kanpur"
23,KNA1,Ayurveda,2,26.44407054,80.28728617,NA,Kanpur,0512-228399,"Plot No.8-11,  CGHS Ratan Lal Nagar, Kanpur"
23,KNH2,Homeopathy,1,26.4761711,80.34646446,NA,Kanpur,0512-2989987,"15/45 (A&B) Civil Lines, Kanpur"
24,JLP1,Allopathy,2,26.5212603,88.72784211,NA,Kolkata,03561-291055,"CGHS Wellness Center Jalpaiguri, Head Post Office Compound, Jalpaiguri, West Bengal - 7351010"
24,KO1,Allopathy,3,22.53045424,88.33275501,NA,Kolkata,033-24791153,"Flat no.68., Belvedere Estate, Kolkata-700027, Near Airpore Zoo/Command Hospital)"
24,KO15,Allopathy,4,22.48954561,88.35322855,NA,Kolkata,24116059,"Tollygunge C.G. Qrts, Ground Floor, Kolkata -700040"
